CATJACK	100BALANCE	0.58
CATJACK	ANTLERKING	0.58
CATJACK	APEXGEAR	0.51
CATJACK	ARIAT	0.57
CATJACK	ARMORALL	0.51
CATJACK	3C4GTHREECHEERSFORGIRLS	0.52
CATJACK	CAMPLUXENJOYOUTDOORLIFE	0.62
CATJACK	CAROLINAFACTORYDIRECT	0.64
CATJACK	CHAMPIONPOWEREQUIPMENT	0.51
CATJACK	CHAMPION	0.56
CATJACK	CHANNELLOCK	0.68
CATJACK	CLCWORKGEAR	0.61
CATJACK	COCONUTCASTLES	0.54
CATJACK	DOGTRA	0.54
CATJACK	BILJAC	0.64
CATJACK	BLACKCANYONOUTFITTERS	0.52
CATJACK	ITASCA	0.58
CATJACK	LAMBERTKAY	0.57
CATJACK	MAKITA	0.64
CATJACK	CERAKOTE	0.64
CATJACK	ACANA	0.57
CATJACK	AGRIFAB	0.52
CATJACK	AGRILABS	0.51
CATJACK	AGROSCI	0.52
CATJACK	AURORA	0.54
CATJACK	ADVANCEDWORKPRODUCTS	0.51
CATJACK	BARNESPAPERCOMPANY	0.53
CATJACK	COLEMANPOWERSPORTS	0.52
CATJACK	COLUMBIASPORTSWEAR	0.52
CATJACK	DCCARGO	0.52
CATJACK	FAULTLESS	0.50
CATJACK	PETSAFE	0.52
ZINUS	OLISTR	0.58
ZINUS	100BLACKOUTSHIELD	0.51
ZINUS	AMERICANHUNTER	0.60
ZINUS	ANILOGICSOUTDOORS	0.51
ZINUS	COCONUTCASTLES	0.60
ZINUS	DIAMONDPETFOODS	0.51
ZINUS	PURINA	0.53
ZINUS	HOLISTICSELECT	0.51
ZINUS	IAMS	0.63
ZINUS	ITASCA	0.58
ZINUS	FISKARS	0.56
ZINUS	FRISKIES	0.55
ZINUS	GREENSMARTDEKOR	0.51
ZINUS	HOPKINSTOWINGSOLUTIONS	0.58
ZINUS	AGRILABS	0.55
ZINUS	AMERICANFARMWORKS	0.51
ZINUS	AMERICANEXCELSIORCOMPANY	0.58
ZINUS	AMERICANGROUNDSCREW	0.59
ZINUS	BARNESPAPERCOMPANY	0.50
ZINUS	COLEMANPOWERSPORTS	0.50
ZINUS	DICKIES	0.56
ZINUS	DINGO	0.60
ZINUS	FAULTLESS	0.54
ZINUS	FIELDTUFF	0.54
ZINUS	INFINITYHEADWEAR	0.51
ZINUS	ZYMOX	0.52
ZINUS	ZYLINA	0.73
AMAZONBASICS	100BALANCE	0.54
AMAZONBASICS	AMERICANHUNTER	0.63
AMAZONBASICS	ANCASTERFOODEQUIPMENT	0.57
AMAZONBASICS	ANILOGICSOUTDOORS	0.59
AMAZONBASICS	ANTLERKING	0.57
AMAZONBASICS	APEXGEAR	0.52
AMAZONBASICS	ARIAT	0.57
AMAZONBASICS	ARMORALL	0.57
AMAZONBASICS	CAROLINAFACTORYDIRECT	0.57
AMAZONBASICS	CHAMPION	0.58
AMAZONBASICS	COCONUTCASTLES	0.50
AMAZONBASICS	DIAMONDPETFOODS	0.58
AMAZONBASICS	4X4NORTHAMERICA	0.52
AMAZONBASICS	BLACKCANYONOUTFITTERS	0.56
AMAZONBASICS	HOLISTICSELECT	0.52
AMAZONBASICS	IAMS	0.67
AMAZONBASICS	LAMBERTKAY	0.58
AMAZONBASICS	BERNZOMATIC	0.62
AMAZONBASICS	BOGS	0.56
AMAZONBASICS	FRISKIES	0.54
AMAZONBASICS	FRONTLINE	0.53
AMAZONBASICS	ACANA	0.74
AMAZONBASICS	AGRIFAB	0.60
AMAZONBASICS	AGRILABS	0.65
AMAZONBASICS	AGROSCI	0.68
AMAZONBASICS	ALLFENZ	0.50
AMAZONBASICS	ALLIEDPRECISIONINDUSTRIES	0.57
AMAZONBASICS	ALLSEASONSFEEDERS	0.53
AMAZONBASICS	AMERICANFARMWORKS	0.70
AMAZONBASICS	AMERICANEXCELSIORCOMPANY	0.63
AMAZONBASICS	AMERICANGROUNDSCREW	0.66
AMAZONBASICS	APOLLOSMART	0.53
AMAZONBASICS	AURORA	0.52
AMAZONBASICS	ADVANCEDWORKPRODUCTS	0.57
AMAZONBASICS	BARNESPAPERCOMPANY	0.56
AMAZONBASICS	BOSS	0.56
AMAZONBASICS	BRAZOS	0.67
AMAZONBASICS	COLEMANPOWERSPORTS	0.56
AMAZONBASICS	COLUMBIASPORTSWEAR	0.54
AMAZONBASICS	FAULTLESS	0.53
AMAZONBASICS	MASSIMO	0.54
AMAZONBASICS	TEMPO	0.52
AMAZONBASICS	ZYMOX	0.51
THRESHOLD	ANCASTERFOODEQUIPMENT	0.57
THRESHOLD	ANTLERKING	0.53
THRESHOLD	ARMORALL	0.57
